image1,image2,label
lfw/Bart_Hendricks/Bart_Hendricks_0001.jpg,lfw/Des_Brown/Des_Brown_0001.jpg,0
lfw/Hank_Stram/Hank_Stram_0001.jpg,lfw/Rudolph_Holton/Rudolph_Holton_0001.jpg,0
lfw/Jeff_Weaver/Jeff_Weaver_0001.jpg,lfw/Luciano_Bovicelli/Luciano_Bovicelli_0001.jpg,0
lfw/Bertie_Ahern/Bertie_Ahern_0002.jpg,lfw/Bertie_Ahern/Bertie_Ahern_0003.jpg,1
lfw/Dianne_Feinstein/Dianne_Feinstein_0001.jpg,lfw/Dolly_Parton/Dolly_Parton_0001.jpg,0
lfw/David_Duke/David_Duke_0001.jpg,lfw/Micky_Arison/Micky_Arison_0001.jpg,0
lfw/Bettina_Rheims/Bettina_Rheims_0001.jpg,lfw/Stephen_Covey/Stephen_Covey_0001.jpg,0
lfw/James_Butts/James_Butts_0001.jpg,lfw/James_Butts/James_Butts_0002.jpg,1
lfw/Charles_Lebois/Charles_Lebois_0001.jpg,lfw/Yingfan_Wang/Yingfan_Wang_0001.jpg,0
lfw/Gerry_Adams/Gerry_Adams_0003.jpg,lfw/Gerry_Adams/Gerry_Adams_0007.jpg,1
lfw/Marlene_Weingartner/Marlene_Weingartner_0001.jpg,lfw/Steve_Avery/Steve_Avery_0001.jpg,0
lfw/Mike_Gable/Mike_Gable_0001.jpg,lfw/Sharon_Osbourne/Sharon_Osbourne_0001.jpg,0
lfw/Asif_Hanif/Asif_Hanif_0001.jpg,lfw/John_Connolly/John_Connolly_0001.jpg,0
lfw/Deniz_Baykal/Deniz_Baykal_0001.jpg,lfw/Martin_Hoellwarth/Martin_Hoellwarth_0001.jpg,0
lfw/Dita_Von_Tesse/Dita_Von_Tesse_0001.jpg,lfw/Olesya_Bonabarenko/Olesya_Bonabarenko_0002.jpg,0
lfw/John_Bolton/John_Bolton_0005.jpg,lfw/John_Bolton/John_Bolton_0013.jpg,1
lfw/King_Abdullah_II/King_Abdullah_II_0002.jpg,lfw/King_Abdullah_II/King_Abdullah_II_0003.jpg,1
lfw/Javier_Weber/Javier_Weber_0001.jpg,lfw/Javier_Weber/Javier_Weber_0002.jpg,1
lfw/Michelle_Branch/Michelle_Branch_0002.jpg,lfw/Ricardo_Lopez_Murphy/Ricardo_Lopez_Murphy_0002.jpg,0
lfw/Zoran_Djindjic/Zoran_Djindjic_0003.jpg,lfw/Zoran_Djindjic/Zoran_Djindjic_0004.jpg,1
lfw/Dick_Smothers/Dick_Smothers_0001.jpg,lfw/Lesley_Flood/Lesley_Flood_0001.jpg,0
lfw/Isabelle_Huppert/Isabelle_Huppert_0001.jpg,lfw/Isabelle_Huppert/Isabelle_Huppert_0002.jpg,1
lfw/Stanley_McChrystal/Stanley_McChrystal_0002.jpg,lfw/Surya_Bahadur_Thapa/Surya_Bahadur_Thapa_0001.jpg,0
lfw/Amanda_Bynes/Amanda_Bynes_0001.jpg,lfw/Amanda_Bynes/Amanda_Bynes_0004.jpg,1
lfw/Amanda_Beard/Amanda_Beard_0002.jpg,lfw/Nancy_Greenlaw/Nancy_Greenlaw_0001.jpg,0
lfw/Alberto_Acosta/Alberto_Acosta_0001.jpg,lfw/Manuel_Rosendo/Manuel_Rosendo_0001.jpg,0
lfw/Basdeo_Panday/Basdeo_Panday_0001.jpg,lfw/Maggie_Smith/Maggie_Smith_0001.jpg,0
lfw/John_Wright/John_Wright_0001.jpg,lfw/Rafeeuddin_Ahmed/Rafeeuddin_Ahmed_0001.jpg,0
lfw/Barry_Bonds/Barry_Bonds_0001.jpg,lfw/Michael_Rolinee/Michael_Rolinee_0001.jpg,0
lfw/Cathryn_Crawford/Cathryn_Crawford_0001.jpg,lfw/Kathryn_Grayson/Kathryn_Grayson_0001.jpg,0
lfw/Carla_Del_Ponte/Carla_Del_Ponte_0002.jpg,lfw/Carla_Del_Ponte/Carla_Del_Ponte_0004.jpg,1
lfw/Jimmy_Jimenez/Jimmy_Jimenez_0001.jpg,lfw/Juan_Francisco_Palencia/Juan_Francisco_Palencia_0001.jpg,0
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0034.jpg,lfw/Takaloo/Takaloo_0001.jpg,0
lfw/Buzz_Hargrove/Buzz_Hargrove_0001.jpg,lfw/Tom_Crean/Tom_Crean_0005.jpg,0
lfw/Laurent_Jalabert/Laurent_Jalabert_0001.jpg,lfw/Laurent_Jalabert/Laurent_Jalabert_0002.jpg,1
lfw/Dave_Williams/Dave_Williams_0001.jpg,lfw/Robin_McLaurin_Williams/Robin_McLaurin_Williams_0002.jpg,0
lfw/Khin_Nyunt/Khin_Nyunt_0001.jpg,lfw/Raoul_Ruiz/Raoul_Ruiz_0003.jpg,0
lfw/Nasser_al-Kidwa/Nasser_al-Kidwa_0001.jpg,lfw/Nasser_al-Kidwa/Nasser_al-Kidwa_0002.jpg,1
lfw/Bob_Wright/Bob_Wright_0001.jpg,lfw/Eriko_Tamura/Eriko_Tamura_0001.jpg,0
lfw/Clive_Woodward/Clive_Woodward_0001.jpg,lfw/Yasar_Yakis/Yasar_Yakis_0003.jpg,0
lfw/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,lfw/Hipolito_Mejia/Hipolito_Mejia_0003.jpg,0
lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Ekke_Hard_Forberg/Ekke_Hard_Forberg_0001.jpg,0
lfw/Mel_Karmazin/Mel_Karmazin_0001.jpg,lfw/Vaclav_Klaus/Vaclav_Klaus_0002.jpg,0
lfw/Augustin_Calleri/Augustin_Calleri_0001.jpg,lfw/Augustin_Calleri/Augustin_Calleri_0003.jpg,1
lfw/Minnie_Mendoza/Minnie_Mendoza_0001.jpg,lfw/Sherri_Coale/Sherri_Coale_0001.jpg,0
lfw/Anthony_Mazur/Anthony_Mazur_0001.jpg,lfw/Jose_Santos/Jose_Santos_0001.jpg,0
lfw/Patti_Labelle/Patti_Labelle_0001.jpg,lfw/Patti_Labelle/Patti_Labelle_0002.jpg,1
lfw/Andrew_Cuomo/Andrew_Cuomo_0002.jpg,lfw/Jean-Rene_Fourtou/Jean-Rene_Fourtou_0001.jpg,0
lfw/Carlos_Vives/Carlos_Vives_0001.jpg,lfw/Piers_Sellers/Piers_Sellers_0001.jpg,0
lfw/Ali_Hammoud/Ali_Hammoud_0001.jpg,lfw/Geoffrey_Rush/Geoffrey_Rush_0001.jpg,0
lfw/Lynn_Abraham/Lynn_Abraham_0001.jpg,lfw/Lynn_Abraham/Lynn_Abraham_0002.jpg,1
lfw/William_Macy/William_Macy_0003.jpg,lfw/William_Macy/William_Macy_0005.jpg,1
lfw/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0003.jpg,lfw/Soon_Yi/Soon_Yi_0001.jpg,0
lfw/Costas_Simitis/Costas_Simitis_0001.jpg,lfw/Richard_Perle/Richard_Perle_0001.jpg,0
lfw/BJ_Habibie/BJ_Habibie_0001.jpg,lfw/Daniel_Chin/Daniel_Chin_0001.jpg,0
lfw/Chung_Mong-hun/Chung_Mong-hun_0001.jpg,lfw/Ronald_Perelman/Ronald_Perelman_0001.jpg,0
lfw/Bill_OReilly/Bill_OReilly_0001.jpg,lfw/Kathryn_Bigelow/Kathryn_Bigelow_0001.jpg,0
lfw/Paul_Martin/Paul_Martin_0002.jpg,lfw/Paul_Martin/Paul_Martin_0004.jpg,1
lfw/Alex_Holmes/Alex_Holmes_0001.jpg,lfw/Muhammad_Ibrahim_Bilal/Muhammad_Ibrahim_Bilal_0001.jpg,0
lfw/Jerry_Sloan/Jerry_Sloan_0001.jpg,lfw/Kimberly_Stewart/Kimberly_Stewart_0001.jpg,0
lfw/Gary_Winnick/Gary_Winnick_0001.jpg,lfw/Gary_Winnick/Gary_Winnick_0002.jpg,1
lfw/Hitoshi_Tanaka/Hitoshi_Tanaka_0001.jpg,lfw/Leo_Mullin/Leo_Mullin_0001.jpg,0
lfw/Steve_Redgrave/Steve_Redgrave_0001.jpg,lfw/Tom_Crean/Tom_Crean_0002.jpg,0
lfw/Dale_Earnhardt/Dale_Earnhardt_0001.jpg,lfw/Roy_Halladay/Roy_Halladay_0001.jpg,0
lfw/Jake_Gyllenhaal/Jake_Gyllenhaal_0003.jpg,lfw/Jake_Gyllenhaal/Jake_Gyllenhaal_0004.jpg,1
lfw/Emma_Watson/Emma_Watson_0003.jpg,lfw/Emma_Watson/Emma_Watson_0005.jpg,1
lfw/Jessica_Lange/Jessica_Lange_0001.jpg,lfw/Jessica_Lange/Jessica_Lange_0002.jpg,1
lfw/Brian_Grazier/Brian_Grazier_0001.jpg,lfw/Huang_Suey-Sheng/Huang_Suey-Sheng_0001.jpg,0
lfw/Paula_Dobriansky/Paula_Dobriansky_0001.jpg,lfw/Selma_Phoenix/Selma_Phoenix_0001.jpg,0
lfw/Chuck_Finley/Chuck_Finley_0001.jpg,lfw/John_Wright/John_Wright_0001.jpg,0
lfw/Jeff_Weaver/Jeff_Weaver_0001.jpg,lfw/Natasha_Lyonne/Natasha_Lyonne_0001.jpg,0
lfw/Enrique_Medina_Gomez/Enrique_Medina_Gomez_0001.jpg,lfw/William_Cocksedge/William_Cocksedge_0001.jpg,0
lfw/Kimberly_Bruckner/Kimberly_Bruckner_0001.jpg,lfw/Ray_Lewis/Ray_Lewis_0001.jpg,0
lfw/Martin_Sheen/Martin_Sheen_0001.jpg,lfw/Martin_Sheen/Martin_Sheen_0002.jpg,1
lfw/Nicolas_Lapentti/Nicolas_Lapentti_0001.jpg,lfw/Paula_Dobriansky/Paula_Dobriansky_0001.jpg,0
lfw/Alvaro_Uribe/Alvaro_Uribe_0017.jpg,lfw/Alvaro_Uribe/Alvaro_Uribe_0026.jpg,1
lfw/Terry_McAuliffe/Terry_McAuliffe_0001.jpg,lfw/Terry_McAuliffe/Terry_McAuliffe_0003.jpg,1
lfw/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,lfw/Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,1
lfw/David_Spade/David_Spade_0001.jpg,lfw/Evander_Holyfield/Evander_Holyfield_0001.jpg,0
lfw/Earl_Campbell/Earl_Campbell_0001.jpg,lfw/Marco_Antonio_Barrera/Marco_Antonio_Barrera_0003.jpg,0
lfw/Alec_Baldwin/Alec_Baldwin_0003.jpg,lfw/Guy_Ritchie/Guy_Ritchie_0001.jpg,0
lfw/Donnie_Brennan/Donnie_Brennan_0001.jpg,lfw/Javier_Solana/Javier_Solana_0009.jpg,0
lfw/Reese_Witherspoon/Reese_Witherspoon_0001.jpg,lfw/Reese_Witherspoon/Reese_Witherspoon_0004.jpg,1
lfw/Marieta_Chrousala/Marieta_Chrousala_0001.jpg,lfw/Marieta_Chrousala/Marieta_Chrousala_0002.jpg,1
lfw/Joe_Cravens/Joe_Cravens_0001.jpg,lfw/Jose_Lopez_Beltran/Jose_Lopez_Beltran_0001.jpg,0
lfw/Irwan_Fadzi_Idris/Irwan_Fadzi_Idris_0001.jpg,lfw/Kathy_Bates/Kathy_Bates_0001.jpg,0
lfw/Joe_Calzaghe/Joe_Calzaghe_0002.jpg,lfw/Joerg_Haider/Joerg_Haider_0002.jpg,0
lfw/Wesley_Clark/Wesley_Clark_0001.jpg,lfw/Wesley_Clark/Wesley_Clark_0002.jpg,1
lfw/Pete_Gillen/Pete_Gillen_0001.jpg,lfw/Pringe_Ernst_August/Pringe_Ernst_August_0001.jpg,0
lfw/Elodie_Bouchez/Elodie_Bouchez_0001.jpg,lfw/Enrique_Oliu/Enrique_Oliu_0001.jpg,0
lfw/Erin_Runnion/Erin_Runnion_0003.jpg,lfw/Erin_Runnion/Erin_Runnion_0004.jpg,1
lfw/Cliff_Ellis/Cliff_Ellis_0001.jpg,lfw/Paul_Luvera/Paul_Luvera_0001.jpg,0
lfw/Ibrahim_Jaafari/Ibrahim_Jaafari_0001.jpg,lfw/Tom_Brennan/Tom_Brennan_0001.jpg,0
lfw/Boris_Henry/Boris_Henry_0001.jpg,lfw/Venus_Williams/Venus_Williams_0004.jpg,0
lfw/Shoshana_Johnson/Shoshana_Johnson_0001.jpg,lfw/Suzanne_Mubarak/Suzanne_Mubarak_0001.jpg,0
lfw/Brian_Van_Dusen/Brian_Van_Dusen_0001.jpg,lfw/Sergio_Garcia/Sergio_Garcia_0001.jpg,0
lfw/Patrick_Roy/Patrick_Roy_0002.jpg,lfw/Ronald_Reagan/Ronald_Reagan_0001.jpg,0
lfw/Dan_Boyle/Dan_Boyle_0001.jpg,lfw/Zarai_Toledo/Zarai_Toledo_0002.jpg,0
lfw/Binyamin_Ben-Eliezer/Binyamin_Ben-Eliezer_0006.jpg,lfw/Vicki_Zhao_Wei/Vicki_Zhao_Wei_0001.jpg,0
lfw/Kathryn_Tucker/Kathryn_Tucker_0001.jpg,lfw/Mathilda_Karel_Spak/Mathilda_Karel_Spak_0001.jpg,0
lfw/Condoleezza_Rice/Condoleezza_Rice_0007.jpg,lfw/Condoleezza_Rice/Condoleezza_Rice_0010.jpg,1
lfw/Mikulas_Dzurinda/Mikulas_Dzurinda_0001.jpg,lfw/Mikulas_Dzurinda/Mikulas_Dzurinda_0002.jpg,1
lfw/Eliane_Karp/Eliane_Karp_0002.jpg,lfw/Eliane_Karp/Eliane_Karp_0003.jpg,1
lfw/Amelie_Mauresmo/Amelie_Mauresmo_0016.jpg,lfw/Amelie_Mauresmo/Amelie_Mauresmo_0021.jpg,1
lfw/Fujio_Cho/Fujio_Cho_0004.jpg,lfw/Shaun_Pollock/Shaun_Pollock_0001.jpg,0
lfw/Alfredo_Moreno/Alfredo_Moreno_0001.jpg,lfw/Shane_Reynolds/Shane_Reynolds_0001.jpg,0
lfw/James_Collinson/James_Collinson_0001.jpg,lfw/Jim_Nochols/Jim_Nochols_0001.jpg,0
lfw/Jennifer_Connelly/Jennifer_Connelly_0001.jpg,lfw/Jennifer_Connelly/Jennifer_Connelly_0004.jpg,1
lfw/Steven_Hatfill/Steven_Hatfill_0001.jpg,lfw/Steven_Hatfill/Steven_Hatfill_0002.jpg,1
lfw/Tassos_Papadopoulos/Tassos_Papadopoulos_0001.jpg,lfw/Tassos_Papadopoulos/Tassos_Papadopoulos_0002.jpg,1
lfw/Anthony_Pisciotti/Anthony_Pisciotti_0001.jpg,lfw/Stephane_Rousseau/Stephane_Rousseau_0001.jpg,0
lfw/Eric_Christian_Olsen/Eric_Christian_Olsen_0001.jpg,lfw/Lisa_Gottsegen/Lisa_Gottsegen_0002.jpg,0
lfw/Jeffrey_Jones/Jeffrey_Jones_0001.jpg,lfw/John_Bond/John_Bond_0001.jpg,0
lfw/Justine_Henin/Justine_Henin_0002.jpg,lfw/Justine_Henin/Justine_Henin_0003.jpg,1
lfw/Joseph_Biden/Joseph_Biden_0005.jpg,lfw/Stephanie_Moore/Stephanie_Moore_0001.jpg,0
lfw/Rebecca_Romijn-Stamos/Rebecca_Romijn-Stamos_0002.jpg,lfw/Rebecca_Romijn-Stamos/Rebecca_Romijn-Stamos_0004.jpg,1
lfw/Jesse_Helms/Jesse_Helms_0001.jpg,lfw/Steve_Largent/Steve_Largent_0001.jpg,0
lfw/Daniel_Bruehl/Daniel_Bruehl_0001.jpg,lfw/Geovani_Lapentti/Geovani_Lapentti_0001.jpg,0
lfw/Alvaro_Uribe/Alvaro_Uribe_0028.jpg,lfw/Alvaro_Uribe/Alvaro_Uribe_0029.jpg,1
lfw/John_Bolton/John_Bolton_0004.jpg,lfw/John_Bolton/John_Bolton_0014.jpg,1
lfw/Jeff_Bzdelik/Jeff_Bzdelik_0001.jpg,lfw/Troy_Garity/Troy_Garity_0001.jpg,0
lfw/Ruth_Harlow/Ruth_Harlow_0001.jpg,lfw/Tony_Fernandes/Tony_Fernandes_0001.jpg,0
lfw/Hadley_Bilger/Hadley_Bilger_0001.jpg,lfw/Jaime_Orti/Jaime_Orti_0001.jpg,0
lfw/Shia_LaBeouf/Shia_LaBeouf_0001.jpg,lfw/Tatyana_Tomashova/Tatyana_Tomashova_0001.jpg,0
lfw/Bill_Lerach/Bill_Lerach_0001.jpg,lfw/Lucio_Angulo/Lucio_Angulo_0001.jpg,0
lfw/Colin_Phillips/Colin_Phillips_0001.jpg,lfw/Lenny_Kravitz/Lenny_Kravitz_0001.jpg,0
lfw/Dave_Williams/Dave_Williams_0001.jpg,lfw/Lin_Yung_Hsi/Lin_Yung_Hsi_0001.jpg,0
lfw/David_Duke/David_Duke_0001.jpg,lfw/Yoon_Won-Sik/Yoon_Won-Sik_0001.jpg,0
lfw/Marcelo_Rios/Marcelo_Rios_0004.jpg,lfw/Marcelo_Rios/Marcelo_Rios_0005.jpg,1
lfw/Elsa_Zylberstein/Elsa_Zylberstein_0001.jpg,lfw/Elsa_Zylberstein/Elsa_Zylberstein_0005.jpg,1
lfw/Cindy_Klassen/Cindy_Klassen_0001.jpg,lfw/Jayson_Williams/Jayson_Williams_0003.jpg,0
lfw/George_W_Bush/George_W_Bush_0353.jpg,lfw/Pupi_Avati/Pupi_Avati_0001.jpg,0
lfw/David_Przybyszewski/David_Przybyszewski_0001.jpg,lfw/John_McCain/John_McCain_0006.jpg,0
lfw/Nicolas_Kiefer/Nicolas_Kiefer_0001.jpg,lfw/Will_Young/Will_Young_0001.jpg,0
lfw/Sam_Torrance/Sam_Torrance_0003.jpg,lfw/Tom_Christerson/Tom_Christerson_0001.jpg,0
lfw/Mary_Robinson/Mary_Robinson_0001.jpg,lfw/Vanessa_Williams/Vanessa_Williams_0001.jpg,0
lfw/Muhammad_Ali/Muhammad_Ali_0004.jpg,lfw/Muhammad_Ali/Muhammad_Ali_0007.jpg,1
lfw/Donald_Rumsfeld/Donald_Rumsfeld_0022.jpg,lfw/Donald_Rumsfeld/Donald_Rumsfeld_0036.jpg,1
lfw/Kwame_Kilpatrick/Kwame_Kilpatrick_0001.jpg,lfw/Ronnie_Musgrove/Ronnie_Musgrove_0001.jpg,0
lfw/Jefferson_Perez/Jefferson_Perez_0001.jpg,lfw/Jefferson_Perez/Jefferson_Perez_0002.jpg,1
lfw/Jada_Pinkett_Smith/Jada_Pinkett_Smith_0001.jpg,lfw/Mercedes_Amor/Mercedes_Amor_0001.jpg,0
lfw/Jose_Rosado/Jose_Rosado_0001.jpg,lfw/Ramon_Cardenas/Ramon_Cardenas_0001.jpg,0
lfw/Kirk_Douglas/Kirk_Douglas_0001.jpg,lfw/Troy_Garity/Troy_Garity_0001.jpg,0
lfw/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0024.jpg,lfw/Sarah_Price/Sarah_Price_0001.jpg,0
lfw/Doug_Christie/Doug_Christie_0001.jpg,lfw/Richard_Jefferson/Richard_Jefferson_0001.jpg,0
lfw/Dan_Quayle/Dan_Quayle_0001.jpg,lfw/Edina_Batar/Edina_Batar_0001.jpg,0
lfw/Jade_Jagger/Jade_Jagger_0001.jpg,lfw/Marisol_Breton/Marisol_Breton_0001.jpg,0
lfw/Garry_Trudeau/Garry_Trudeau_0001.jpg,lfw/Garry_Trudeau/Garry_Trudeau_0002.jpg,1
lfw/Eileen_Coparropa/Eileen_Coparropa_0001.jpg,lfw/John_Warner/John_Warner_0004.jpg,0
lfw/Natasa_Micic/Natasa_Micic_0001.jpg,lfw/Oxana_Fedorova/Oxana_Fedorova_0003.jpg,0
lfw/Fernando_Valenzuela/Fernando_Valenzuela_0001.jpg,lfw/Mitt_Romney/Mitt_Romney_0001.jpg,0
lfw/Keith_Bishop_Jr/Keith_Bishop_Jr_0001.jpg,lfw/Shaun_Pollock/Shaun_Pollock_0001.jpg,0
lfw/Myung_Yang/Myung_Yang_0001.jpg,lfw/Rene_Antonio_Leon_Rodriguez/Rene_Antonio_Leon_Rodriguez_0001.jpg,0
lfw/Joe_Nichols/Joe_Nichols_0003.jpg,lfw/Joe_Nichols/Joe_Nichols_0004.jpg,1
lfw/Ann_Morgan/Ann_Morgan_0001.jpg,lfw/Garry_Kasparov/Garry_Kasparov_0002.jpg,0
lfw/Gwen_Stefani/Gwen_Stefani_0001.jpg,lfw/Marcus_Garrettson/Marcus_Garrettson_0001.jpg,0
lfw/Madeleine_Albright/Madeleine_Albright_0001.jpg,lfw/Robert_Schuller/Robert_Schuller_0001.jpg,0
lfw/Gonzalo_Barrientos/Gonzalo_Barrientos_0001.jpg,lfw/Lionel_Hampton/Lionel_Hampton_0001.jpg,0
lfw/Emmanuel_Milingo/Emmanuel_Milingo_0001.jpg,lfw/Shane_Loux/Shane_Loux_0001.jpg,0
lfw/Ian_Wilmut/Ian_Wilmut_0001.jpg,lfw/Randall_Tobias/Randall_Tobias_0001.jpg,0
lfw/Eric_Taino/Eric_Taino_0001.jpg,lfw/Igor_Ivanov/Igor_Ivanov_0009.jpg,0
lfw/Joe_Mendes/Joe_Mendes_0001.jpg,lfw/Micky_Ward/Micky_Ward_0001.jpg,0
lfw/Doris_Roberts/Doris_Roberts_0002.jpg,lfw/Tommy_Lewis/Tommy_Lewis_0001.jpg,0
lfw/John_Reilly/John_Reilly_0001.jpg,lfw/Yossi_Beilin/Yossi_Beilin_0001.jpg,0
lfw/Tang_Jiaxuan/Tang_Jiaxuan_0001.jpg,lfw/Tang_Jiaxuan/Tang_Jiaxuan_0011.jpg,1
lfw/Ben_Chandler/Ben_Chandler_0001.jpg,lfw/Ralph_Firman/Ralph_Firman_0002.jpg,0
lfw/Jean-Pierre_Raffarin/Jean-Pierre_Raffarin_0002.jpg,lfw/Jean-Pierre_Raffarin/Jean-Pierre_Raffarin_0006.jpg,1
lfw/Manuel_Poggiali/Manuel_Poggiali_0002.jpg,lfw/Wu_Peng/Wu_Peng_0001.jpg,0
lfw/Janette_Husarova/Janette_Husarova_0001.jpg,lfw/Phil_Donahue/Phil_Donahue_0001.jpg,0
lfw/Orlando_Bloom/Orlando_Bloom_0001.jpg,lfw/Toutai_Kefu/Toutai_Kefu_0001.jpg,0
lfw/Lionel_Hampton/Lionel_Hampton_0001.jpg,lfw/Paola_Espinoza/Paola_Espinoza_0001.jpg,0
lfw/Barry_Collier/Barry_Collier_0001.jpg,lfw/Rainer_Schuettler/Rainer_Schuettler_0001.jpg,0
lfw/Fujio_Cho/Fujio_Cho_0001.jpg,lfw/Meles_Zenawi/Meles_Zenawi_0001.jpg,0
lfw/Tony_Shalhoub/Tony_Shalhoub_0001.jpg,lfw/Tony_Shalhoub/Tony_Shalhoub_0003.jpg,1
lfw/Carolina_Barco/Carolina_Barco_0001.jpg,lfw/Maha_Habib/Maha_Habib_0001.jpg,0
lfw/Ellen_Engleman/Ellen_Engleman_0001.jpg,lfw/Hassanal_Bolkiah/Hassanal_Bolkiah_0001.jpg,0
lfw/Jafar_Umar_Thalib/Jafar_Umar_Thalib_0001.jpg,lfw/Juan_Valencia_Osorio/Juan_Valencia_Osorio_0001.jpg,0
lfw/Ali_Naimi/Ali_Naimi_0003.jpg,lfw/Ali_Naimi/Ali_Naimi_0004.jpg,1
lfw/Curtis_Rodriguez/Curtis_Rodriguez_0001.jpg,lfw/Phil_Cline/Phil_Cline_0001.jpg,0
lfw/Gray_Davis/Gray_Davis_0006.jpg,lfw/Gray_Davis/Gray_Davis_0023.jpg,1
lfw/Frank_Griswold/Frank_Griswold_0001.jpg,lfw/Martina_McBride/Martina_McBride_0002.jpg,0
lfw/Brennon_Leighton/Brennon_Leighton_0001.jpg,lfw/Terry_Gilliam/Terry_Gilliam_0001.jpg,0
lfw/Chris_Neil/Chris_Neil_0001.jpg,lfw/Tom_Reilly/Tom_Reilly_0002.jpg,0
lfw/Charles_Mathews/Charles_Mathews_0001.jpg,lfw/Judy_Genshaft/Judy_Genshaft_0001.jpg,0
lfw/Pier_Ferdinando_Casini/Pier_Ferdinando_Casini_0001.jpg,lfw/Steve_Phillips/Steve_Phillips_0001.jpg,0
lfw/Ozzy_Osbourne/Ozzy_Osbourne_0001.jpg,lfw/Ozzy_Osbourne/Ozzy_Osbourne_0002.jpg,1
lfw/Abdullah_Gul/Abdullah_Gul_0013.jpg,lfw/Abdullah_Gul/Abdullah_Gul_0016.jpg,1
lfw/John_Sweeney/John_Sweeney_0001.jpg,lfw/Lee_Tae-sik/Lee_Tae-sik_0002.jpg,0
lfw/Theodore_Tweed_Roosevelt/Theodore_Tweed_Roosevelt_0002.jpg,lfw/Theodore_Tweed_Roosevelt/Theodore_Tweed_Roosevelt_0003.jpg,1
lfw/Lisa_Raymond/Lisa_Raymond_0001.jpg,lfw/Lisa_Raymond/Lisa_Raymond_0002.jpg,1
lfw/Gordon_Cooper/Gordon_Cooper_0001.jpg,lfw/Mark_Hamister/Mark_Hamister_0001.jpg,0
